Id,Titol,Any,Duracio (min),Pais,Direcció,Guió,Música,Fotografia,Productora,Repartiment,Gènere,Nota,Num. vots,Web
923315,Una lección de cine (S),1999,3,España,['Nacho Vigalondo'],['Nacho Vigalondo'],['NA'],['NA'],[''],['Nacho Vigalondo'],[['Comedia']],"5,5",2.782,https://www.filmaffinity.com/es/film923315.html
633714,Segunda piel,1999,106,España,['Gerardo Vera'],['Ángeles González-Sinde (Idea: Gerardo Vera)'],['Roque Baños'],['Julio Madurga'],['Lolafilms. Productor: Andrés Vicente Gómez'],"['Javier Bardem', 'Jordi Mollà', 'Ariadna Gil', 'Cecilia Roth', 'Javier Albalá', 'Mercedes Sampietro', 'Pilar Castro']","[['Drama'], ['Romance']]","5,4",2.616,https://www.filmaffinity.com/es/film633714.html
183080,Lágrimas negras,1999,104,España,"['Ricardo Franco', 'Fernando Bauluz']","['Ángeles González-Sinde', 'Ricardo Franco', 'Dionisio Pérez']",['Eva Gancedo'],['Gonzalo F. Berridi'],['Sogetel'],"['Ariadna Gil', 'Fele Martínez', 'Elena Anaya', 'Ana Risueño', 'Elvira Mínguez', 'Felipe Vélez', 'Arturo Acero', 'Maruja Yusti', 'Elena Lombao', 'Alfonso Delgado', 'Ángela Castilla', 'José Urdiain', 'Silvia Casanova', 'Ramiro Alonso', 'Ángeles González-Sinde']","[['Drama'], ['Romance']]","5,8",2.405,https://www.filmaffinity.com/es/film183080.html
840692,Volavérunt,1999,114,España,['Bigas Luna'],"['Cuca Canals', 'Bigas Luna (Novela: Antonio Larreta)']",['Alberto García Demestres'],['Paco Femenía'],['Coproducción España-Francia; Mate Production / MDA Films / UGC YM / UGC International'],"['Aitana Sánchez-Gijón', 'Jorge Perugorría', 'Penélope Cruz', 'Jordi Mollà', 'Stefania Sandrelli', 'Fermí Reixach', 'Jean Marie Juan', 'María Alonso', 'Zoe Berriatúa']",[['Drama']],"4,2",2.398,https://www.filmaffinity.com/es/film840692.html
421969,Los lobos de Washington,1999,96,España,['Mariano Barroso'],['Juan Cavestany'],['Bingen Mendizábal'],['Néstor Calvo'],['Aurum / Sogetel / Pingüin Films / Canal + / Antena 3 TV'],"['Javier Bardem', 'Eduard Fernández', 'José Sancho', 'Ernesto Alterio', 'Alberto San Juan', ""Vicenta N'Dongo"", 'María Pujalte', 'Íñigo Garcés', 'Alicia Cifredo', 'Víctor Clavijo', 'Janfri Topera', 'Juanjo Cucalón']","[['Drama'], ['Thriller']]","5,6",2.344,https://www.filmaffinity.com/es/film421969.html
815018,Goya en Burdeos,1999,104,España,['Carlos Saura'],['Carlos Saura'],['Roque Baños'],['Vittorio Storaro'],['Coproducción España-Italia; Lolafilms / Italian International Film'],"['Francisco Rabal', 'José Coronado', 'Maribel Verdú', 'Eulalia Ramón', 'Dafne Fernández', 'Mario de Candia', 'Azucena de la Fuente', 'Franco di Francescantonio', 'Borja Elgea', 'Emilio Gutiérrez Caba', 'Josep Maria Pou', 'Saturnino García', 'Carlos Hipólito', 'Manuel de Blas', 'Pedro Azorín', 'Joaquín Climent', 'Cristina Espinosa']",[['Drama']],"5,9",2.219,https://www.filmaffinity.com/es/film815018.html
445809,Novios,1999,112,España,['Joaquín Oristrell'],['Joaquín Oristrell'],['Suso Saiz'],['Hans Burmann'],['Aurum Producciones S.A. / Bocatelevisión'],"['Juanjo Puigcorbé', 'Candela Peña', 'Juan Diego Botto', 'María Barranco', 'Karra Elejalde', 'Fran Boira', 'Miguel García']","[['Comedia'], ['Romance']]","5,0",2.155,https://www.filmaffinity.com/es/film445809.html
140572,Cuando vuelvas a mi lado,1999,100,España,['Gracia Querejeta'],"['Elías Querejeta', 'Gracia Querejeta']",['Ángel Illarramendi'],['Alfredo Mayo'],['Sogetel'],"['Mercedes Sampietro', 'Julieta Serrano', 'Adriana Ozores', 'Marta Belaustegui', 'Rosa Mariscal', 'Jorge Perugorría', 'Ramón Barea']",[['Drama']],"6,7",1.728,https://www.filmaffinity.com/es/film140572.html
694406,Lisboa,1999,100,España,['Antonio Hernández'],"['Antonio Hernández', 'Enrique Brasó']",['Víctor Reyes'],['Aitor Mantxola'],['Coproducción España-Argentina; Blue Legend Productions S.L / Sinfonía otoñal S.A / Alta Films S.A'],"['Carmen Maura', 'Sergi López', 'Federico Luppi', 'Laia Marull', 'Antonio Birabent', 'Saturnino García', 'Miguel Palenzuela']",[['Thriller']],"6,3",1.439,https://www.filmaffinity.com/es/film694406.html
920873,Rewind,1999,94,España,['Nicolás Muñoz'],"['Rodrigo Muñoz', 'Nicolás Muñoz']",['Álvaro de Cárdenas'],['Teo Delgado'],['Alta Producción / Nicolás Muñoz'],"['Daniel Guzmán', 'María Adánez', 'Enrique Simón', 'Paz Gómez', 'Tristán Ulloa']",[['Comedia']],"5,8",1.406,https://www.filmaffinity.com/es/film920873.html
369201,Amic/Amat (Amigo/amado),1999,90,España,['Ventura Pons'],['Josep María Benet i Jornet (Teatro: Josep María Benet i Jornet)'],['Carles Cases'],['Jesús Escosa'],['Els Films de la Rambla S.A.'],"['Josep María Pou', 'Rosa María Sardá', 'Mario Gas', 'David Selvas', 'Irene Montalá']",[['Drama']],"6,1",1.380,https://www.filmaffinity.com/es/film369201.html
894973,Ataque verbal,1999,81,España,['Miguel Albaladejo'],"['Miguel Albaladejo', 'Elvira Lindo']",['Lucio Godoy'],['Alfonso Sanz'],['Freedonia Producciones S.L / Icónica'],"['Antonia San Juan', 'Sergi López', 'Antonio Resines', 'Fedra Lorente', 'Adriana Ozores', 'Roberto Álvarez', 'Melany Beleña', 'Diana Cerezo', 'Jorge Alcázar', 'Elvira Lindo', 'Geli Albadalejo', 'Marta Fernández-Muro', 'Lucrecia']",[['Comedia']],"6,2",1.271,https://www.filmaffinity.com/es/film894973.html
141171,La fuente amarilla,1999,101,España,['Miguel Santesmases'],"['Martín Casariego', 'Antón Casariego', 'Miguel Santesmases']",['Santi Vega'],['Javier Aguirresarobe'],['Mate Production. Distribuida por Buena Vista International Spain'],"['Eduardo Noriega', 'Silvia Abascal', 'Miguel Hermoso', 'Carlos Wu', 'Chuen Lam', 'Tony Lam']",[['Thriller']],"4,9",1.236,https://www.filmaffinity.com/es/film141171.html
810397,Se buscan Fulmontis,1999,85,España,['Alejandro Calvo-Sotelo'],"['Antonio Orejudo', 'Alejandro Calvo-Sotelo']",['Los enemigos'],['Juan Carlos Gómez'],['Se Buscan Fulmontis P.C / Telefábrica Multimedia / Canal Sur Televisión / Centre Promotor de la Imatge / Rioja Films Producciones Cinematográficas S.L.'],"['Antonio Molero', 'Guillermo Toledo', 'Ernesto Arango', 'Sonia Jávaga', 'Carmen del Valle', 'Antonio Castro', 'Enriqueta Carballeira', 'Arturo López Serrano', 'José Miguel Ariza', 'Javivi']",[['Comedia']],"4,3",1.212,https://www.filmaffinity.com/es/film810397.html
352632,Mones com la Becky,1999,93,España,"['Joaquím Jordá', 'Núria Villazán']","['Joaquím Jordá', 'Núria Villazán']",['NA'],['Carles Gusi'],['Els Quatre Gats Audiovisuals / Canal+ España / Televisión de Galicia (TVG)'],"['Documentary', 'João Maria Pinto', 'Marian Varela', 'Valentí Agustí', 'Francisco Franco', 'Joaquím Jordá', 'Carmen Polo']",[['Documental']],"7,1",1.133,https://www.filmaffinity.com/es/film352632.html
776534,Aunque tú no lo sepas,1999,96,España,['Juan Vicente Córdoba'],"['Juan Vicente Córdoba', 'Antonio Conesa', 'María Reyes Arias', 'José Manuel Benayas (Cuento: Almudena Grandes)']",['Ángel Illarramendi'],['Aitor Mantxola'],['Enrique Cerezo P.C. / Samarkanda Cine-Vídeo S.L / ICAA / TVE'],"['Silvia Munt', 'Gary Piquer', 'Andrés Gertrudix', 'Cristina Brondo', 'Daniel Guzmán', 'Eloy Azorín', 'Luisa Gavasa', 'Emilio Linder', 'Txema Blasco', 'Manuel Morón']",[['Drama']],"6,1",1.066,https://www.filmaffinity.com/es/film776534.html
